編號,所屬單位,安裝地址,攝影方向
LALA017-01,文山第二分局 景美派出所,景文街與車前路2之1號旁,南
LALA018-01,文山第二分局 景美派出所,景文街44號,西
LALA019-01,文山第二分局 景美派出所,景文街30號,北
LALA020-01,文山第二分局 景美派出所,景興路與木柵路一段口,北
LALA021-01,文山第二分局 景美派出所,羅斯福路6段與景文街142巷號誌桿,東
LALA022-01,文山第二分局 景美派出所,羅斯福路6段316號前分隔島,東
LALA023-01,文山第二分局 景美派出所,育英街5-3號,東
LALA024-01,文山第二分局 景美派出所,景美街20-1號,西
LALA025-02,文山第二分局 景美派出所,羅斯福路6段453號,東
LALA026-01,文山第二分局 景美派出所,景文街30號,南
LALA027-01,文山第二分局 景美派出所,景中街1號前,南
LALA029-01,文山第二分局 景美派出所,景文街143號旁,東
LALA030-01,文山第二分局 景美派出所,景美街104號,北
LALA031-01,文山第二分局 景美派出所,景興路203號,西
LALA032-01,文山第二分局 景美派出所,景興路234號,西
LALA033-01,文山第二分局 景美派出所,景美街90號,北
LALA034-01,文山第二分局 景美派出所,景美街156號,東
LALA036-01,文山第二分局 景美派出所,景後街105巷5號,東
LALA038-01,文山第二分局 景美派出所,景中街30巷12號之12,西北
LALA039-01,文山第二分局 景美派出所,景文街145號,西
LALA040-01,文山第二分局 景美派出所,景興路217號,南
LALA041-01,文山第二分局 景美派出所,景興路262號對面,西
LALA044-01,文山第二分局 景美派出所,景福街124號燈桿,北
LALA045-01,文山第二分局 景美派出所,溪口街36巷11號前,西
LALA046-01,文山第二分局 景美派出所,北市文山區景福街131號對面（水源快速道路橋下方）路口監控,北
LALA047-01,文山第二分局 景美派出所,景福街、2號水門口左旁,西
LALA048-01,文山第二分局 景美派出所,溪口街53號,東北
LALA049-01,文山第二分局 景美派出所,景福街3巷31號對面燈桿,南
LALA050-01,文山第二分局 景美派出所,景仁街77巷4號,南
LALA051-01,文山第二分局 景美派出所,景福街54巷口,西
LALA052-01,文山第二分局 景美派出所,溪口街95號,西
LALA052-02,文山第二分局 景美派出所,溪口街53號,西北
LALA053-01,文山第二分局 景美派出所,景仁街75號,西
LALA054-01,文山第二分局 景美派出所,景仁街77巷5弄6號,西
LALA055-01,文山第二分局 景美派出所,溪口街75號前,東南
LALA056-01,文山第二分局 景美派出所,溪口街53號,東南
LALA057-01,文山第二分局 景美派出所,羅斯福路6段142巷20弄2號對面,南
LALA058-01,文山第二分局 景美派出所,羅斯福路6段134號前,西
LALA061-01,文山第二分局 景美派出所,景福街3巷3號,南
LALA062-01,文山第二分局 景美派出所,景福街21巷3弄9號前,西南
LALA063-01,文山第二分局 景美派出所,景興路263巷口電線桿,南
LALA064-01,文山第二分局 景美派出所,景興路153巷6號,東
LALA065-01,文山第二分局 景美派出所,景興路185號,東
LALA066-01,文山第二分局 景美派出所,羅斯福路6段393號分隔島,北
LALA067-01,文山第二分局 景美派出所,景興路179號,東
LALA068-01,文山第二分局 景美派出所,景後街91號,西
LALA070-01,文山第二分局 景美派出所,景興路137巷1號,東
LALA071-01,文山第二分局 景美派出所,景興路137巷9號,東
LALA072-01,文山第二分局 景美派出所,景興路153巷20-1號,北
LALA073-01,文山第二分局 景美派出所,景興路275巷口電線桿,南
LALA074-01,文山第二分局 景美派出所,景興路127巷2號,東
LALA075-01,文山第二分局 景美派出所,景興路153巷12-3號,東南
LALA077-01,文山第二分局 景美派出所,景興路291號,西北
LALA078-01,文山第二分局 景美派出所,景華街82巷7弄2號,東
LALA080-01,文山第二分局 景美派出所,景華街82巷3號旁,北
LALA081-01,文山第二分局 景美派出所,景華街82巷7弄20號,北
LALA082-01,文山第二分局 景美派出所,景華街128巷3弄19號左後路燈,西南
LALA083-01,文山第二分局 景美派出所,景華街148號,南
LALA084-01,文山第二分局 景美派出所,景華街82巷2弄7號,西北
LALA085-01,文山第二分局 景美派出所,景華街128巷3弄2號,南
LALA086-01,文山第二分局 景美派出所,景華街104巷7號,西
LALA087-01,文山第二分局 景美派出所,景華街128巷3弄12號,東南
LALA089-01,文山第二分局 景美派出所,景興路91巷27號旁,東南
LALA091-01,文山第二分局 景美派出所,育英街30號,東
LALA092-01,文山第二分局 景美派出所,羅斯福路6段238號旁燈桿,西
LALA093-01,文山第二分局 景美派出所,羅斯福路6段320號,東
LALA094-01,文山第二分局 景美派出所,育英街17巷1-1號,南
LALA095-01,文山第二分局 景美派出所,育英街17巷5弄16號路燈,南
LALA096-01,文山第二分局 景美派出所,育英街17巷9弄2號,南
LALA097-01,文山第二分局 景美派出所,羅斯福路6段276巷1號,西
LALA098-01,文山第二分局 景美派出所,育英街31巷36弄1號路燈,西
LALA099-01,文山第二分局 景美派出所,育英街31巷38弄22號對面,東
LALA100-01,文山第二分局 景美派出所,育英街31巷40弄7號,東南
LALA101-01,文山第二分局 景美派出所,北市文山區育英街45巷17號路燈路口監控,東
LALA102-01,文山第二分局 景美派出所,育英街31巷34弄路燈,南
LALA103-01,文山第二分局 景美派出所,育英街2巷2號,北
LALA104-01,文山第二分局 景美派出所,育英街31巷、1號水門口路燈,北
LALA105-01,文山第二分局 景美派出所,羅斯福路6段276巷19號,西
LALA106-01,文山第二分局 景美派出所,萬慶街46-1號,西
LALA107-01,文山第二分局 景美派出所,萬慶街23巷1號,南
LALA108-01,文山第二分局 景美派出所,景興路46巷2號景興國中正門右側,西
LALA110-01,文山第二分局 景美派出所,景中街28號前中央分隔島燈桿,東
LALA112-01,文山第二分局 景美派出所,景興路170巷2號,西
LALA113-01,文山第二分局 景美派出所,景中街33號旁,南
LALA114-01,文山第二分局 景美派出所,景興路114巷12號,西
LALA115-01,文山第二分局 景美派出所,景興路108巷2號,西
LALA116-01,文山第二分局 景美派出所,景興路102巷2號,西
LALA117-01,文山第二分局 景美派出所,景興路96巷3號,西
LALA118-01,文山第二分局 景美派出所,景興路96巷41號路燈,東
LALA119-01,文山第二分局 景美派出所,景美街、景美捷運站2號出口路燈,北
LALA120-01,文山第二分局 景美派出所,景興路42巷2弄1號前,北
LALA121-01,文山第二分局 景美派出所,景興路10巷2號,東
LALA122-01,文山第二分局 景美派出所,景興路42巷4弄9號,東
LALA123-01,文山第二分局 景美派出所,景興路42巷4弄12號對面,西
LALA124-01,文山第二分局 景美派出所,景興路40號2樓,西
LALA125-01,文山第二分局 景美派出所,景興路42巷8弄12號,西
LALA126-01,文山第二分局 景美派出所,三福街28號路燈,東
LALA127-01,文山第二分局 景美派出所,景華街8號前,北
LALA128-01,文山第二分局 景美派出所,三福街4巷36號旁路燈,東
LALA129-01,文山第二分局 景美派出所,北市文山區三福街5巷口路燈路口監控,東北
LALA131-01,文山第二分局 景美派出所,三福街4巷38號旁,東
LALA132-01,文山第二分局 景美派出所,景華街13巷10號,西
LALA133-01,文山第二分局 景美派出所,景美街3巷,東南
LALA135-01,文山第二分局 景美派出所,景中街28號前中央分隔島燈桿,北
LALA137-01,文山第二分局 景美派出所,景福街142巷底左轉新工處圍牆旁,北
LALA138-01,文山第二分局 景美派出所,景福街133巷30號,西
LALA140-01,文山第二分局 景美派出所,溪口街55巷2號,東北
LALA141-01,文山第二分局 景美派出所,溪口街1巷2號,西北
LALA142-01,文山第二分局 景美派出所,羅斯福路6段393號分隔島,南
LALA143-01,文山第二分局 景美派出所,育英街31巷、1號水門口路燈,東南
LALA143-02,文山第二分局 景美派出所,景福街265巷19號路燈,南
LALA144-01,文山第二分局 景美派出所,景福街110號(上閘道口),南
LALA145-01,文山第二分局 景美派出所,景福街177號,南
LALA146-01,文山第二分局 景美派出所,景福街133巷8號,東南
LALA149-01,文山第二分局 景美派出所,萬慶街100號燈桿,西北
LALA150-01,文山第二分局 景美派出所,溪口街55巷4弄口旁電線桿,西
LALA152-01,文山第二分局 景美派出所,溪口街129巷6號前,南
LALA153-01,文山第二分局 景美派出所,溪口街85巷10弄1號,北
LALA154-01,文山第二分局 景美派出所,景福街223巷7號,南
LALA155-01,文山第二分局 景美派出所,羅斯福路6段232巷8號,北
LALA156-01,文山第二分局 景美派出所,景福街255號,南
LALA157-01,文山第二分局 景美派出所,萬慶街100號燈桿,北
LALA159-01,文山第二分局 景美派出所,景福街283號,北
LALA160-01,文山第二分局 景美派出所,羅斯福路6段216號,東
LALA161-01,文山第二分局 景美派出所,萬慶街44-1號,西南
LALA164-01,文山第二分局 景美派出所,景福街232號,北
LALB001-01,文山第二分局 萬盛派出所,汀州路4段臨1號路燈上(汀州路4段10號斜對面),東南
LALB002-01,文山第二分局 萬盛派出所,汀州路4段88號師大分部側門燈桿(位於溪洲街上),北
LALB003-01,文山第二分局 萬盛派出所,基隆路4段與汀州路4段口(百老匯斜對面分隔島)號誌,西南
LALB004-01,文山第二分局 萬盛派出所,羅斯福路與萬盛街口中央分隔島號誌,北
LALB005-01,文山第二分局 萬盛派出所,羅斯福路5段92巷1弄1號,西
LALB009-01,文山第二分局 萬盛派出所,羅斯福路5段176巷50號,東
LALB010-01,文山第二分局 萬盛派出所,羅斯福路5段194號,西
LALB011-01,文山第二分局 萬盛派出所,羅斯福路5段212巷2號,南
LALB012-01,文山第二分局 萬盛派出所,羅斯福路5段150巷22號,北
LALB013-01,文山第二分局 萬盛派出所,羅斯福路5段與公館街口,西北
LALB014-01,文山第二分局 萬盛派出所,羅斯福路5段180號,西
LALB016-01,文山第二分局 萬盛派出所,羅斯福路5段170巷41號,東
LALB017-01,文山第二分局 萬盛派出所,羅斯福路5段176巷75號,北
LALB018-01,文山第二分局 萬盛派出所,北市文山區汀州路4段105巷口路口監控,東
LALB019-01,文山第二分局 萬盛派出所,羅斯福路5段88-6號,南
LALB020-01,文山第二分局 萬盛派出所,羅斯福路5段146號,東南
LALB021-01,文山第二分局 萬盛派出所,汀州路4段87號前,東
LALB022-01,文山第二分局 萬盛派出所,羅斯福路5段88-5號,東北
LALB023-01,文山第二分局 萬盛派出所,羅斯福路5段176巷3弄4號,西
LALB024-01,文山第二分局 萬盛派出所,汀州路4段85巷14弄2號,北
LALB025-01,文山第二分局 萬盛派出所,汀州路4段105巷14號,西
LALB026-01,文山第二分局 萬盛派出所,羅斯福路5段170巷23號,北
LALB027-01,文山第二分局 萬盛派出所,羅斯福路5段192巷5弄9號,北
LALB028-01,文山第二分局 萬盛派出所,興隆路1段139號,西北
LALB029-01,文山第二分局 萬盛派出所,景隆街48號,東
LALB030-01,文山第二分局 萬盛派出所,景明街3-7號,西
LALB031-01,文山第二分局 萬盛派出所,羅斯福路6段159巷1弄口,北
LALB032-01,文山第二分局 萬盛派出所,三福街5巷2號旁,東北
LALB033-01,文山第二分局 萬盛派出所,景隆街19巷5號前,南
LALB034-01,文山第二分局 萬盛派出所,三福街63號,西
LALB035-01,文山第二分局 萬盛派出所,景明街11巷6弄2號前,西
LALB036-01,文山第二分局 萬盛派出所,羅斯福路6段159巷1弄口,東南
LALB037-01,文山第二分局 萬盛派出所,景華街3巷1號旁(三福街口),西南
LALB038-01,文山第二分局 萬盛派出所,景明街69號,北
LALB038-02,文山第二分局 萬盛派出所,景明街69號,東
LALB039-01,文山第二分局 萬盛派出所,羅斯福路6段159巷5弄11號,南
LALB040-01,文山第二分局 萬盛派出所,羅斯福路6段159巷19號旁,東
LALB041-01,文山第二分局 萬盛派出所,興隆路1段202巷口,南
LALB043-01,文山第二分局 萬盛派出所,羅斯福路6段39巷2號前,西
LALB044-01,文山第二分局 萬盛派出所,景明街7號,南
LALB045-01,文山第二分局 萬盛派出所,景明街3號,東
LALB046-01,文山第二分局 萬盛派出所,景隆街39巷之4號,西
LALB047-01,文山第二分局 萬盛派出所,景隆街91號旁,西北
LALB049-01,文山第二分局 萬盛派出所,溪洲街137巷口,北
LALB050-01,文山第二分局 萬盛派出所,溪洲街137巷口,北
LALB052-01,文山第二分局 萬盛派出所,羅斯福路5段170巷41號,北
LALB053-01,文山第二分局 萬盛派出所,溪洲街三角停車場西北角對面堤防上(汀州路4段166號社區後方圍牆外),東
LALB054-01,文山第二分局 萬盛派出所,北市文山區汀州路4段156號後人行道上路燈路口監控,南
LALB055-01,文山第二分局 萬盛派出所,溪洲街137巷82號斜對面燈桿,北
LALB056-01,文山第二分局 萬盛派出所,萬隆街47-12號前,北
LALB057-01,文山第二分局 萬盛派出所,溪洲街1號對面,北
LALB060-01,文山第二分局 萬盛派出所,羅斯福路5段53巷1號,東
LALB061-01,文山第二分局 萬盛派出所,羅斯福路5段67號,東北
LALB064-01,文山第二分局 萬盛派出所,萬盛街108號,東南
LALB065-01,文山第二分局 萬盛派出所,萬盛街130巷6號,東南
LALB066-01,文山第二分局 萬盛派出所,萬盛街136號,西
LALB067-01,文山第二分局 萬盛派出所,萬盛街146巷8號旁,東
LALB068-01,文山第二分局 萬盛派出所,萬盛街130巷16號,西
LALB069-01,文山第二分局 萬盛派出所,興隆路1段55巷27弄1-3號,西
LALB070-01,文山第二分局 萬盛派出所,興隆路1段72號旁,西
LALB071-01,文山第二分局 萬盛派出所,興隆路1段55巷27弄14號,北
LALB072-01,文山第二分局 萬盛派出所,於興隆路1段55巷4號右後側路燈桿裝,北
LALB073-01,文山第二分局 萬盛派出所,興隆路1段83巷口,東
LALB076-01,文山第二分局 萬盛派出所,羅斯福路5段269巷2號前,西
LALB077-01,文山第二分局 萬盛派出所,興隆路1段16巷口,東北
LALB078-01,文山第二分局 萬盛派出所,羅斯福路5段211巷24號,北
LALB079-01,文山第二分局 萬盛派出所,景隆街6號(景明市場),西
LALB080-01,文山第二分局 萬盛派出所,興隆路1段70巷9弄口,西
LALB081-01,文山第二分局 萬盛派出所,羅斯福路與景隆街口,東
LALB082-01,文山第二分局 萬盛派出所,羅斯福路5段211巷15號旁,南
LALB083-01,文山第二分局 萬盛派出所,興隆路1段70巷11弄17號,西
LALB084-01,文山第二分局 萬盛派出所,景明街3-7號,西南
